StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q5_1,Q5_2,Q17,Q27,Q18_5,Q29,Q30,Q31,Q32,Q33,Q156,Q155,Q37,Q36,Q35,Q40,Q41,Q42,Q52,Q44,Q45,Q49,Q50,Q51,Q53,Q54,Q55,Q57,Q58,Q59,Q61,Q62,Q63,Q79,Q80,Q81a,Q81b,Q82,Q83,Q160,Q84,Q93,Q94a,Q95a,Q159,Q96a,Q92,Q94b,Q95b,Q96b,Q97,Q99,Q100,Q101,Q102,Q103,Q105,Q106,Q107,Q108,Q109,Q111,Q112,Q113,Q114,Q115,Q117,Q118,Q119,Q157,Q158,Q122,Q123,Q124,Q125,Q127,Q126,Q129,Q130,Q131,Q132,Q134,Q135,Q136,Q137,Q138,Q139,Q141,Q142,Q143,Q144,Q147,Q146,Q145,Q148,Q11,Q153,Q152,Q118 - Topics,Q31_2 - Topics
2018-05-21 21:06:06,2018-05-21 21:31:32,IP Address,,100,1526,True,2018-05-21 21:31:32,R_1JRdPImmZMGuJGc,,,,,,,anonymous,HE,נקבה,27,1,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CurrLocation,VisitedRooms,Labyrinth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מחשב לאן צריכה המעלית לעלות או לרדת. המבצע את הפעולה,CurrFloor,DetinatedFloor,FloorsToMove,IsDoorOpen, For floor one to end Open(),,,,,NumberOfPinukim,PriceRewardsPinuk,PinukimCurMonth,IsPinukValid,Type of player,PlayerA or playerB,Input,Object of Player,"[5,7,9]",משנה את גודל התמונה לפי הפקטור שניתן לה,Image.width,,
2018-05-21 22:07:34,2018-05-21 22:30:33,IP Address,,100,1379,True,2018-05-21 22:30:34,R_1EYBOt4DOmjEcrY,,,,,,,anonymous,HE,זכר,25,5,כן,תואר שני,2,,,,,,Yes,"int difficulty(int grid_size, int mines_num)",_timeCounter,minesMap,פונקציה שבהינתן לחיצה על משבצת במקום נתון מחזירה את המפה המעודכנת לאחר הלחיצה - חושפת את המשבצות הצמודות (אם אין בה מוקש) או מחזירה מפה עם כל המוקשים (אם יש בה מוקש),,,,,,,,,,,,,,,,,,,cheese_location,visited_map - a 2D array,a 2D array,,,,,,,,,,,,,,,,_fileSize,הפונקציה ממיינת את הקבצים לפי שדה השם באופן לקסיקוגרפי ומחזירה רשימת קבצים ממוינים בצורה זו.,"הפרמטר מציין את רשימת הקבצים הנתונים, והוא כנראה מטיפוס מערך של אובייקטי file","מערך של אובייקטי file, ממוין כנדרש","boolean CanIncreaseFile(File file, int delta_bytes, int free_disk_space_bytes)",,,,,,"double calc_kasata(int bisq, double icecream, int paper_cm_sq)","מחשב את סך הרווח שיתקבל בהינתן הכמויות הקיימות, עלות החומרים והמחיר הנקוב.","כמויות של החומרים הנתונים (ככה""נ מערך)","מחיר העלות של כל חומר (גם ככה""נ מערך בהתאם)",המחיר אותו נדרוש עבור קניית קסטה אחת,,,,,,,,,,,,,,,,,,,,,,,,,,int,"1=A, 2=B, 0=Tie",לתת מידע על מה שכל שחקן בחר (אבן/נייר/מספריים) כדי שניתן יהיה להשוות ולקבל תוצאת מנצח.,"טיפוס player, והערכים שלו הם שחקנים שמתוארים על ידי פרמטרים שונים (אם בכלל) ועל ידי פרמטר הבחירה של השחקן (אבן/נייר/מספריים)",,משנה את גודלה של התמונה על פי הפקטור הנתון (גם באורך וגם ברוחב),this.width *= factor;,,
2018-05-21 22:00:54,2018-05-21 22:32:57,IP Address,,100,1922,True,2018-05-21 22:32:57,R_2ctGdiy9CmMfe4d,,,,,,,anonymous,HE,זכר,29,7,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,"in case its used on worker object, adds hours mul. rate to his money balance",how many hours the worker worked,what is the worker's hourly salary,this.money += hours*rate; this.company.money -= hours*rate;,NORMAL_WEEK_HOURS,bonusMoneyPerHour,,,,,,, cheeseLocation or prizeLocation or cheesePos or prizePos or targetPos or tgtPos or goalPos,"visitedLocation or visitedLoc, or visitedPos, or usedCells",labyrinth or maze or map or gameMap or level ,,,,,,,,,,,,,,,,,,,,,fileSize,"sort files according to their names, a to z",list of files to sort. the type is an array of files or list of files,",list of ordered files, or nothing if the object can be sorted without returning anything (received a pointer to an object(","bool increaseFileSize(File file, int size)",,,,,,,,,,,,,,,,,,,,,,,,,,,MAX_GIFTS_PER_MONTH,MONEY_TO_GIFT_THRESHOLD,userNumGifts,"bool canGetGifts(int numAvailableGifts, int numUsedGifts)",int,"1-, 0, 1","if 1 then player A wins, if -1 then player B wins, 0 is no winner","no sure what the question is. Generally, one can return object with game state, enum, playerA object, playerB object, and many other options. Depending on the chosen language. I've assumed that I use c for that task (since in JAVA I would do something absolutely different)",,resizes the image size [width*height] by a given factor (makes it bigger/smaller),this.width = this.width * sqrt(factor),,
2018-05-21 20:27:32,2018-05-21 22:39:10,IP Address,,100,7897,True,2018-05-21 22:39:10,R_01TKlpcfHj87Pmp,,,,,,,anonymous,HE,זכר,31,13,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,Yes,"DIFFICULTY_LEVEL_ENUM difficultyLevel (int numRows, int numCols, int numMines)",timeSinceStart,GAME_CELL,Shows the contents of the game cell designated by the given row and col on the game board.,,,,,,,pays the employee the salary s/he deserves.,holds how many hours the worker has been working since s/he was last payed.,the name of the method / function,"bank.transfer(company.bankAccount, employee.bankAccount, hours * rate)",FULLTIME_WEEKLY_WORK_HOURS,overtimeHourlyWage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fileSizeBytes,מיון הקבצים לפי שמותיהם,"מערך/איטרטור של מצביעים למחלקה ""קובץ""",מערך/איטרטור דומה אך ממוין,"bool isEnlargeFilePossible(File file, int enlargeByBytes, long availSpace)",,,,,,"int calculatePotentialSandwiches(int numBiscuits, float numVanillaCups, long paperLengthCm, long paperWidthCm)", Computes the net income from selling x units that cost y each to manufacture for the price of y each.,How many sandwiches were produced,The production cost that went into making one unit,The price one unit was sold by,,,,,,,,,,,,,MAX_MONTHLY_BENEFITS,BENEFIT_THRESHOLD,numBenefitsForMonth,"bool clientHasBalance(Client client, int numBenefitsForMonth, int numUsedBenefits)",,,,,,,,,"שרשור שתי הרשימות, כלומר [1, 2, 3, 4, 5, 6].",,,Unknown,
2018-05-21 22:27:25,2018-05-21 22:43:03,IP Address,,100,938,True,2018-05-21 22:43:06,R_3nD9l0Jm2JnCldx,,,,,,,anonymous,HE,זכר,28,11,כן,תואר שני,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MatchResult,אובייקט MatchResult שמחזיק מי ניצח או אם תיקו,לציין מזהי שחקן והאם הוא בחר אבן נייר או מספריים,אובייקט player שמחזיק מזהה שחקן ובחירת מהלך,"1,2,3,4,5,6",,,,
2018-05-21 22:14:35,2018-05-21 22:50:00,IP Address,,100,2125,True,2018-05-21 22:50:01,R_3iVGlruQDVKCwsi,,,,,,,anonymous,HE,זכר,32,10,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,Multiply rate by hours to calculate the employee salary,Counter of employee work hours,Holds an employee hourly wage,return hours*rate;,fullTimeHours,extraTimeWage,,,,,,,,,,targetPosition,visitedPositions,mazeMap,,,,,,,,,,,,,,currentState,To place this player symbol in :row and :col,Row index in the 3x3 matrix,Column index in the 3x3 matrix,printBoard(boardMatrix currentBoard),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usedBenefitsCount,minAccumulatedTarget,currentBenefitsCount,"stillHasBenefits(int totalBenefits, int usedBenefits)",,,,,Player,"playerA, playerB",Reference Player object,".Player class/object Name, Id, symbol, winCount, gamePlayed",,Resizes the image on which it operates by :factor,this.width *= factor,,
2018-05-21 23:06:46,2018-05-21 23:18:27,IP Address,,100,700,True,2018-05-21 23:18:27,R_OdNyzz0iMhIQbpD,,,,,,,anonymous,HE,זכר,26,,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cheese_location,visited,board,,,,,,,,,,,board,מסמנת X או O לפי משתנה גלובלי בשורה ובעמודה המתאימים,מספר שורה,מספר עמודה,print_board(),,,,,,_size,"מקבלת מערך של קבצים, ומחזירה מערך של הקבצים ממוינים לפי שם",מערך של קבצים (מערך של פוינטרים לאובייקט מסוג קובץ),כמו הטיפוס שהיא קיבלה,"check_enough_space(File f, size_t size, size_t cur_free_space)",,,,,,"can_produce(biscuits, cups, paper)",מחשבת מה הרווח הצפוי לאור כמה יחידות מכרת במחירprice אשר כל יחידה עלתה cost,כמות היחידות שנמכרו,עלות הייצור של יחידה,מחיר יחידה,,,,,,,,,,,,,max_benefits_per_month,price_level,NumOfBenefits,"bool calc_benefit(numOfBenefitsEntitled , numUsedBenefits) ",,,,,,,,,"[5,7,9]",,,Unknown,
2018-05-21 22:58:24,2018-05-21 23:19:13,IP Address,,100,1249,True,2018-05-21 23:19:14,R_3dRI6wVxQqc3x4d,,,,,,,anonymous,HE,נקבה,30,7,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,כן,"get_challenge_state(int rows, int cols, int num_bombs)",game_time,bombs_state,חושף את התוכן של המשבצת בשורה ROW בעמודה COL,,,,,,,,,,,,,,,,,,,,,,,,,,,current_state,adds X or O to the place having row {row} and column {col} ,מציין  את השורה בטבלה,מציין את העמודה,display_board(boolean[][] board),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עולה/יורד var3 קומות,destination_floor,current_floor,diff_floor,door_state,for floor_idx 0 to N opne_floot(floor_idx),,,,,,,,,,,,,,,,,
2018-05-21 22:59:22,2018-05-21 23:24:28,IP Address,,100,1506,True,2018-05-21 23:24:29,R_2uPae5dPdnlrekp,,,,,,,anonymous,HE,נקבה,27,2,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,מחשב סך הכל תשלום על מספר השעות המצויין,לציין כמה שעות רוצים לחשב,לציין מה השכר השעתי,return hours*rate,maxHoursPerWeek,extraHoursRate,,,,,,,,,,,,,,,,boardStatus,making a turn by marking a specific square,to reference the row  in which we would like to mark,to reference the column  in which we would like to mark,void printTable(Table table),,,,,,,,,,,,,,,,size,"סידור הקבצים לפי הא""ב",מבנה נתונים כלשהו המכיל את הקבצים,"את המבנה נתונים מסודר בסדר א""ב (או העתק שלו)","boolean reallocate(FILE file, int bytesToAdd, int availableBytes)",,,,,,"int potentialCookies(int chocolateBiscuits, float vanillaIcecream, int[] wrappingPaper)","calculate the profit from selling ""units"" number of cookies",referencing the number of cookies,referencing the making cost of each coockie,referencing the price to the customer of each cookie,,,,,,,,,,,,,,,,,maxBonusPerMonth,bonusSpendingLimit,monthBonus,"boolean isBonusAvailable(int monthBonus, int monthSpentBonus)",,,,,"[5, 7, 9]",,,Unknown,
2018-05-21 23:11:05,2018-05-21 23:45:26,IP Address,,100,2060,True,2018-05-21 23:45:27,R_1F2tvGsJcpNGKkA,,,,,,,anonymous,HE,נקבה,26,7,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,כן,"int calculate_difficulty_level(board_width, board_height, num_of_mines)",,mines_mat,חושף את התא בשורה row בעמודה col.,,,,,,פונקציה של מחלקה ״עובד״ שמאפשרת לשלם לעובד כמספר ה hours את ה- rate שלו,להגיד מה מספר השעות שהעובד עבד,להגיד מה השכר השעתי של אותו עובד,"class Employee: __init__(self): _balance = 0  def pay(hours, rate): balance += hours * rate ",OVERTIME_REACHED_THRESHOLD,overtime_rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size_in_bytes,Sorts the given array of class files according to the  lexicographical order of their underlying files' names.,The role is to let the function know which files to organize. It's type is a list of file class.,A sorted list according to the files' names,"bool is_enough_space_to_increase_file_size(file, size_to_increase, space_available_on_disk)",,,,,,,,,,,,,,,,,,,,,,,,,,,,BENEFIT_MAX_NUM,ILS_TO_BENEFIT,number_of_benefits_to_grant,"bool does_user_has_more_benefits(number_of_benefits_to_grant, number_of_benefits_used)",,,,,enum,"playerBWin, playerAWin, draw",להגיד מה הבחירות של שחקן א׳ ושחקן ב׳,"rock, paper, scissors","[5,7,9]",,,,
2018-05-21 23:38:16,2018-05-21 23:54:32,IP Address,,100,976,True,2018-05-21 23:54:33,R_R3LQ9aAoFM9AOkh,,,,,,,anonymous,HE,נקבה,27,2,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,Calculates the amount of money thebworker earned,Duplication for a monthly /weekly/ daiky,Duplication the hours in the salary per gour,Return hours*rate,n_weekly_hours,n_overtime_salary,Current_cheese_location,Already_has_been,Maze,,,,,,,bIsTripleX,Put a x in the pont rrpresented by row col,The row of the x,The column of the x,GetBoard(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MaxBenifits,n_benifit_point,n_current_benifits,"Bool IsBalancePositive(int deserved, int used)",,,,,,,,,"5,7,9",Increasing the picture in factor precebt,Width ×=factor,,
2018-05-21 23:15:25,2018-05-22 00:04:09,IP Address,,100,2924,True,2018-05-22 00:04:10,R_3fIWEfj06nrgqim,,,,,,,anonymous,HE,זכר,31,13,כן,תואר שני,3,כן,"int getLevel(unsigned int width, unsigned int height, unsigned int bombs) ",timer,Board,פותח משבצת בלוח,,,,,,מחזיר את השכר עבור כמות עבודה ,לייצג את מספר שעות העבודה ,שכר שעתי ,Return hours*rate;,BASE_RATE,Extra,,,,,,,,,,curLoc,visited,Matrix ,,,,,,,,,,,,,,,,,,,m_fileSize,Sort the files alphabetically by their name in acsending order ,The parameter is a collection (list) of strings,Void. In place ordering ,"Bool isEnoughSpace(File f, unsigned int enlarge, unsigned int available) ",,,,,,"int amount(int biscuits, int ic, int paper) ",מחשב את הרווח ממכירה של כמות יחידות units במחיר price שעלות הכנת יחידה הוא cost ,כמות יחידות ,עלות ההכנה,מחיר המכירה ,,,,,,,,,,,,בודק לאיזה כיוון על המעלית לנוע,dstFloor,srcFloor,delta,status ,While not last floor - 1    Go level up    Open door    Delay    Close door,,,,,,,,,,,,,,,,,
2018-05-21 23:54:18,2018-05-22 00:06:20,IP Address,,100,722,True,2018-05-22 00:06:21,R_2zGzkJkowAIXyMH,,,,,,,anonymous,HE,זכר,34,11,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,כן,"int CalculateDifficulty(int boardRows, int boardCols, int numOfMines)",TimeSpan _elapsedTime,SquareInfo,"חושף את המשבצת במקום row,col",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CurrentBoardStatus,"לשחק תור של אחד המשתתפים, כלומר לשים X או עיגול על הלוח",באיזו שורה לשים את הX או העיגול,באיזו טור לשים את הX או העיגול,DisplayCurrentBoardStatus(),,,,,,long _fileSize,"מסדרת את הקבצים בצורה אלפבית, מA עד Z",הייתי משער שזה מערך שמכיל שמות קבצים בתיקייה מסויומת,מערך שמכיל שמות קבצים ממויינים באותה תיקייה,"bool CanFileBeEnlraged(string fileName, int sizeToEnlarge, int freeSpace)","int CalculateAmountOfCasata(int numOfBiscuit, int amontOfMilk, int paperLength, int paperWidth)",מחשב כמה כסף ירויח ממכירת קסטות,כמה קסטות מכר,כמה עלה לו להכין את הקסטות,בכמה מכר כל קסטה או את כל הקסטות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5,7,9]",,,,
2018-05-22 00:02:59,2018-05-22 00:12:34,IP Address,,100,575,True,2018-05-22 00:12:35,R_1gdXMHFjSZhLYQq,,,,,,,anonymous,HE,זכר,26,7,כן,תואר ראשון,2,,,,,,Yes,"checkDifficulty(int boardSize, int numberOfMines)",elepsedTime,GameBoard,,,,,,,,,,,,,,,,,currentLocation,roomsVisited,maze,,,,,,,,,,,,,,board,משבצת איקס או עיגול במקום שהוזן,השורה,הטור,,,,,,,size,מסדרת קבצים על פי שדה השם שלהם,מערך של טיפוסי קבצים,מערך של טיפוסי קבצים מסודר לפי השם,"addToFile(File file,int sizeToAdd,System system)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int,1 2,מציינים את השחקן,טיפוסים מסוג Int  וערכים 1 עד מספר השחקנים,"[1,2,3,4,5,6]",,,,
2018-05-21 13:50:40,2018-05-22 02:40:20,IP Address,,100,46180,True,2018-05-22 02:40:21,R_2YFL1XpYg5PAq1x,,,,,,,anonymous,HE,זכר,32,10,כן,דוקטורט ומעלה,1,כן,"int create_game (int width, int height, int num_mimes)",curr_time,pannel,חושף את האיבר במשבצת בשורה row ובעמודה col.,,,,,,,,,,,,,,,,,,cheese_loc,trace_map,maze,,,,,,,curr_board,"Puts either o or x in the (row,col) position, according to the current player that is playing.",An index of the rows.,An index of the columns.,draw_board(Board board),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,בודק את הקומה המבוקשת ביחס לקומה הנוכחית ועולה / יורד כמספר הקומות הנדרש.,request_floor,curr_floor,floors_diff,door_state,// Assuming current floor is 0 open_door() close_door() for i = 1 to max_floor:     go_up(1)     open_door()     close_door() ,,,,,,,,,enum (int),"1 (playerA), -1 (playerB), 0 (tie)","מחזיקים את ההחלטות של שתי המשתמשים (אבן, נייר או מספריים).","enum (int); stone, scissors, paper.",,מגדילה או מקטינה את מספר הפיקסלים של התמונה,obj.width = floor(obj.width*factor);,,
2018-05-22 08:00:59,2018-05-22 08:10:42,IP Address,,100,582,True,2018-05-22 08:10:42,R_xygojYWtByt9pJf,,,,,,,anonymous,HE,זכר,24,7,כן,תואר שני,2,כן,"difficulty calculate_difficulty(size, mines)",turn,danger,"בודק האם יש מוקש במיקום הנתון, אם כן, מסיים משחק, אחרת מראה את המספר",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cassette(biscuits, icecream, wrap)","מחשב רווח בהנתן מכירה של כמות מסוימת של מוצר, מכיר קנייה, ומכיר מכירה",כמות המכירות למוצר,כמה עולה כל יחידה,מחיר ללקוח,,,,,,,,,,,,"מחשב כמה קומות המעלית עולה/יורדת, ומבצע",target_floor,current_floor,diff,door,"for i = 1,..., top floor goUp(1) openDoor() wait() closeDoor()",,,,,,,,,player,"A,B",איזה אופציה במשחק שיחק כל שחקן,"מהלך - אבן, נייר, מספרים","[5,7,9]",מגדילה / מקטינה את התמונה בפקטור הנתון,(width = round(width * factor,,
2018-05-22 09:28:37,2018-05-22 09:52:36,IP Address,,100,1439,True,2018-05-22 09:52:36,R_1PRB6hJnk9MERCn,,,,,,,anonymous,HE,זכר,33,19,כן,דוקטורט ומעלה,3,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,cState,"calculates whose turn it is according to some global variable, checks if a move is legal, and changes the state of the board (must be global or shared variable, too)",that's the y coordinate ...  it's an input to the function.. the question is unclear,"that's the x-coordinate, input to the function.. ",display_state(cState),,,,,,,,,,,fsize,sorts files by a property storing base name of files,it's a list (array) of objects of type file. it is an input of the function... ,"list (or array) of the files, the type of returned variable is the same as the input.","is_realloc_ok(newsize,available)",,,,,,,,,,,,,,,,,,,,,,,,,,,,max_benefits_per_month,benefit_value,cntBenefits,"def is_balance_positive (nBenefits_Month,nBenefits_Used): return nBenefit_Month-nBenefits_Used&gt;0",,,,,boolean,"true,false",is playerA a winner,"השאלה לא ברורה. נניח שהכוונה לplayerA,playerB  type: int values:0,1,2 ",,"binning or undersampling if factor&lt;1, extrapotion if factor&gt;1, nothing if factor is 1",(pic.width=int(pic.width*factor,,
2018-05-22 10:46:38,2018-05-22 11:01:04,IP Address,,100,866,True,2018-05-22 11:01:06,R_2WMBDMCY2UYUfMl,,,,,,,anonymous,HE,זכר,26,6,כן,תואר שני,2,,,,,,,,,,,,,,,,,,,,,,,cheese_position,passed_path,maze,,,,,,,,,,,,,,,,,,,,,,file_size,sorts the files lexicographically by file name,"The set of files to be dorted. It is a collection (e.g. array, list, etc...) of File",a collection of File,"check_availability (File file_to_expand, int expansion_size, int free_space)",,,,,,,,,,,"number_of_sandwiches (int number_of_biscuits, int cups_of_ice_cream, int wrapping_paper_in_square_meters)","calculates the profit for selling ""units"" sandwiches for ""price"" each, assuming each sandwich costs Ori ""cost"" (units*(price-cost))",The number of sandwiches sold,the cost for Ori to make a sandwich,The price at which Ori sells the sandwiches,Goes from floor var2 to floor var1,target_floor,current_floor,floors_to_climb,is_open,While (current_floor &lt; top_floor) {     close_door();     go_up(1);     open_door(); },,,,,,,MAX_NUMBER_OF_BENEFITS,AMOUNT_NEEDED_FOR_BENEFIT,benefits_entitlement_current_month,"has_benefits(int benefits_entitlement, int benefits_used)",,,,,,,,,"[5,7,9]",,,Unknown,
2018-05-22 10:59:45,2018-05-22 11:21:39,IP Address,,100,1314,True,2018-05-22 11:21:40,R_29cSTS1KLvEYJ4r,,,,,,,anonymous,HE,זכר,28,9,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,מחשב את השכר של העובד לפי מספר השעות והשכר השעתי שלו,מספר השעות שעבד בתקופה מסויימת,אין כזה,return hours * rate;,FULL_TIME_WEEKLY_HOURS,overtime_rate,,,,,,,,,,currentBoardState,adds the player's mark in the given position,indicate the row to add the mark in,indicate the column to add the mark in,displayBoard(Board board),,,,,,,,,,,,,,,,,,,,,int numCasataPossible(Inventory inventory),"מחשב את סך הרווח שבמחירת מספר יחידות, לפי המחיר ועלות היצור שלהם",מספר היחידות שימכרו,עלות היצור של יחידה אחת,המחיר ללקוח של יחידה אחת,,,,,,,,,,,,,,,,,,MAX_BENEFITS_PER_MONTH,ILS_PER_BENEFIT,current_month_benefits_count,has_available_benefits,,,,,ENUM,PlayerA PlayerB,לייצג את השחקנים,"אובייקט של שחקן, שני שחקנים שונים","[1,2,3,4,5,6]",,,,
2018-05-22 09:33:44,2018-05-22 12:08:36,IP Address,,100,9291,True,2018-05-22 12:08:37,R_wZW5g1YOihxo7Dz,,,,,,,anonymous,HE,נקבה,30,6,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,Return the salary of the employee based on the rate and hours they worked,Total hours the employee worked,rate is payment per hourpay is total payment,return rate*hours ,BASE_WEEKLY_HOURS,overtimeHourlyWage,,,,dailyLocation,traversedLocations,totalLocations,,,,,,,,,,,,,,,,,,,fileSize,Sorts the given files based on their full name,List of the class above for the reauired files to handle,Sorted list,"public boolean checkSpace(MyFile file, int requiredSpace,int freeDiskSpace)",,,,,,,,,,,,,,,,calculates the difference between current floor and desired floor and sets direction accordingly,desiredFloor,currentFloor,floorDiff,doorState,curFloor =0 open_door while curFloor &lt;maxFloors: go_up(1) open_door curFloor+=1,,,,,,,ACCUMULATION_MONTH_LIMIT,BENEFIT_RATE,curBalance,"public boolean isEligible (benefitsBalance,usedBenefits)",,,,,int,1/ 0 / 1- (a/b win or tie),Represent the choise of the player,Could be enums that represents rock/paper etc,,,,,
2018-05-22 13:21:10,2018-05-22 13:48:33,IP Address,,100,1643,True,2018-05-22 13:48:34,R_1fjTTuoOZrs15QA,,,,,,,anonymous,HE,זכר,25,5,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,Yes,GetGameDiffucult,Time,Cell,מחזירה מס המוקשים ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,מיון קבצים לפי שם,מערך של אובייקט file ,מערך של קבצים ממוינים לפי שם,IsEnoughSpace,,,,,,CalcQuantity,,,,,,,,,,,,,,,,,,,,,,,,,מספר,0 1 - 1,"ניצחון של הראשון, תיקו, ניצחון של השני"," אובייקט השחקן הזוכה, או null במצב תיקו ",21,משנה את גודל התמונה ,This. Width =width ,,
2018-05-22 13:38:58,2018-05-22 13:56:13,IP Address,,100,1035,True,2018-05-22 13:56:13,R_21hyXMCVElfRvJw,,,,,,,anonymous,HE,נקבה,24,5,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,כן,"Int rank(int a, int b, int m)",Life_time,Matrix,"חושף את המספר במשבצת, וכך אם יש בה מוקש או לא.",,,,,,,,,,,,,,,,,,,,,,,,,,,Matrix,מסמנת איקס או עיגול במשבצת מסוימת על הלוח.,לציין לאיזה מספר שורה אנו מתכוונים על הלוח.,לציין את מספר העמודה על הלוח.,Char[][] display_matrix(),,,,,,,,,,,,,,,,,,,,,"Int casatas_number(int biscuits, double vanilla, int paper)",מקבל עלות פר יחידה ומחשב עלות סופית,מספר יחידות קסטה,עלות ליחידה,מחיר כולל,,,,,,,,,,,,,,,,,,,,,,Gift,Account,Current_gift,"Boolean difference (int gifts, int used_gifts)",,,,,,,,,
2018-05-22 21:29:40,2018-05-22 21:49:39,IP Address,,100,1198,True,2018-05-22 21:49:40,R_3NLepqly6QSZqJe,,,,,,,anonymous,HE,זכר,33,9,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,כן,"(getDifficultyLevel(minesAmount, width, height",elapsedTimeInSec,boardConfig,חושף משבצת שהשחקן לחץ עליה ומחזיר את הערך שלה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fileSizeInKB_,מחזירה מערך עם כל הקבצים בסדר עולה לפי שם,מערך של אובייקטים,מערך של אובייקטים,,,,,,,,,,,,,,,,,,,,,,,,MAX_MONTHLY_BENEFITS,BENEFIT_AMOUNT_ILS,currentMonthBenefits,HasSufficientBenefits,,,,,,,,,"[5,7,9]",משנה את גודל התמונה ביחס הפקטור,width=width * factor,,
2018-05-23 00:16:37,2018-05-23 00:39:45,IP Address,,100,1388,True,2018-05-23 00:39:46,R_Opxn5oHvIQmQOR3,,,,,,,anonymous,HE,זכר,45,28,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,כן,"int level(int area, int total_mines)",elapsed_time,mines_num,"reveals the actual content of a hidden cell in location row(y), col(x). If the cell has a mine, the game is over. Otherwise, it shows the empty cell.",,,,,,,,,,,,,,,,,,maze.cheese_pos,mouse.track,maze,,,,,,,,,,,,,,,,,board,Mark a given coordinate for the current player,"row number (0..2), the y coordinate","column number (0..2), the x coordinate",board.display(),,,,,,,,,,,"ice_cream_units(int biscuits_num, int ice_cream_cups, int wrapper_length, int wrapper_width)",returns units x (price-cost),number of things sold,how much each unit cost to produce/procure,How much each unit sold for,,,,,,"Determine whether the elevator was requested at a level (var1) that was higher or lower than its current level (var), and then set the direction of movement and the amount of floor to move (var3)",requested_pos,current_pos,delta_pos,door_open (boolean),door_open = FALSE go_down(current_pos) door_open = TRUE  for i in 1..max_floors-1 do: door_open = FALSE go_up(1) door_open = TRUE  door_open = FALSE # Final close,,,,,,,,,,,,,,,,,,,"[5,7,9]",,,,
